trial_id,tier,model,order_qty,demand_shock,units_sold,unsold_units,sell_through_pct,gmv,profit,capital_employed
63,Hot / predictable,OR,1930,1.002,1877.8,52.2,97.3,4176202,1869604,2316000
63,Hot / predictable,SOR,1930,1.002,1877.8,52.2,97.3,4176202,1641214,0
64,Hot / predictable,MP,1930,1.054,1769.9,160.1,91.7,4424632,973419,0
64,Hot / predictable,OR,1930,1.054,1930.0,0.0,100.0,4354690,2038690,2316000
64,Hot / predictable,SOR,1930,1.054,1930.0,0.0,100.0,4354690,1749190,0
65,Hot / predictable,MP,1930,0.85,1463.9,466.1,75.9,3555440,782197,0
65,Hot / predictable,OR,1930,0.85,1750.3,179.7,90.7,3502389,1218733,2316000
65,Hot / predictable,SOR,1930,0.85,1750.3,179.7,90.7,3502389,1139469,0
66,Hot / predictable,MP,1930,1.015,1704.1,225.9,88.3,4260340,937275,0
66,Hot / predictable,OR,1930,1.015,1874.4,55.6,97.1,4233121,1927131,2316000
66,Hot / predictable,SOR,1930,1.015,1874.4,55.6,97.1,4233121,1702698,0
67,Hot / predictable,MP,1930,1.21,1930.0,0.0,100.0,4825000,1061500,0
67,Hot / predictable,OR,1930,1.21,1930.0,0.0,100.0,4464815,2148815,2316000
67,Hot / predictable,SOR,1930,1.21,1930.0,0.0,100.0,4464815,1859315,0
68,Hot / predictable,MP,1930,1.129,1894.8,35.2,98.2,4737090,1042160,0
68,Hot / predictable,OR,1930,1.129,1930.0,0.0,100.0,4405245,2089245,2316000
68,Hot / predictable,SOR,1930,1.129,1930.0,0.0,100.0,4405245,1799745,0
69,Hot / predictable,MP,1930,1.032,1732.9,197.1,89.8,4332361,953119,0
69,Hot / predictable,OR,1930,1.032,1906.1,23.9,98.8,4304681,1992988,2316000
69,Hot / predictable,SOR,1930,1.032,1906.1,23.9,98.8,4304681,1731482,0
70,Hot / predictable,MP,1930,1.069,1794.5,135.5,93.0,4486293,986984,0
70,Hot / predictable,OR,1930,1.069,1930.0,0.0,100.0,4348136,2032136,2316000
70,Hot / predictable,SOR,1930,1.069,1930.0,0.0,100.0,4348136,1742636,0
71,Hot / predictable,MP,1930,1.007,1691.0,239.0,87.6,4227407,930030,0
71,Hot / predictable,OR,1930,1.007,1888.2,41.8,97.8,4199494,1891011,2316000
71,Hot / predictable,SOR,1930,1.007,1888.2,41.8,97.8,4199494,1650367,0
72,Hot / predictable,MP,1930,0.968,1624.6,305.4,84.2,4061381,893504,0
72,Hot / predictable,OR,1930,0.968,1846.1,83.9,95.7,4033544,1732647,2316000
72,Hot / predictable,SOR,1930,0.968,1846.1,83.9,95.7,4033544,1541320,0
73,Hot / predictable,MP,1930,0.815,1402.9,527.1,72.7,3407310,749608,0
73,Hot / predictable,OR,1930,0.815,1696.9,233.1,87.9,3355849,1081815,2316000
73,Hot / predictable,SOR,1930,0.815,1696.9,233.1,87.9,3355849,1065095,0
74,Hot / predictable,MP,1930,0.802,1408.7,521.3,73.0,3355956,738310,0
74,Hot / predictable,OR,1930,0.802,1703.5,226.5,88.3,3289217,1013996,2316000
74,Hot / predictable,SOR,1930,0.802,1703.5,226.5,88.3,3289217,989559,0
75,Hot / predictable,MP,1930,1.344,1930.0,0.0,100.0,4825000,1061500,0
75,Hot / predictable,OR,1930,1.344,1930.0,0.0,100.0,4424833,2108833,2316000
75,Hot / predictable,SOR,1930,1.344,1930.0,0.0,100.0,4424833,1819333,0
76,Hot / predictable,MP,1930,0.985,1653.9,276.1,85.7,4134695,909633,0
76,Hot / predictable,OR,1930,0.985,1879.4,50.6,97.4,4106355,1799460,2316000
76,Hot / predictable,SOR,1930,0.985,1879.4,50.6,97.4,4106355,1569143,0
77,Hot / predictable,MP,1930,0.944,1626.1,303.9,84.3,3949392,868866,0
77,Hot / predictable,OR,1930,0.944,1826.5,103.5,94.6,3934181,1636813,2316000
77,Hot / predictable,SOR,1930,0.944,1826.5,103.5,94.6,3934181,1468419,0
78,Hot / predictable,MP,1930,0.815,1403.0,527.0,72.7,3407461,749641,0
78,Hot / predictable,OR,1930,0.815,1696.9,233.1,87.9,3355997,1081950,2316000
78,Hot / predictable,SOR,1930,0.815,1696.9,233.1,87.9,3355997,1065142,0
79,Hot / predictable,MP,1930,0.993,1666.2,263.8,86.3,4165604,916433,0
79,Hot / predictable,OR,1930,0.993,1860.6,69.4,96.4,4138099,1834584,2316000
79,Hot / predictable,SOR,1930,0.993,1860.6,69.4,96.4,4138099,1626239,0
80,Hot / predictable,MP,1930,1.145,1921.5,8.5,99.6,4803661,1056806,0
80,Hot / predictable,OR,1930,1.145,1930.0,0.0,100.0,4399347,2083347,2316000
80,Hot / predictable,SOR,1930,1.145,1930.0,0.0,100.0,4399347,1793847,0
81,Hot / predictable,MP,1930,1.359,1930.0,0.0,100.0,4825000,1061500,0
81,Hot / predictable,OR,1930,1.359,1930.0,0.0,100.0,4529669,2213669,2316000
81,Hot / predictable,SOR,1930,1.359,1930.0,0.0,100.0,4529669,1924169,0
82,Hot / predictable,MP,1930,1.175,1930.0,0.0,100.0,4825000,1061500,0
82,Hot / predictable,OR,1930,1.175,1930.0,0.0,100.0,4387953,2071953,2316000
82,Hot / predictable,SOR,1930,1.175,1930.0,0.0,100.0,4387953,1782453,0
83,Hot / predictable,MP,1930,0.927,1596.0,334.0,82.7,3876175,852759,0
83,Hot / predictable,OR,1930,0.927,1792.6,137.4,92.9,3861246,1569973,2316000
83,Hot / predictable,SOR,1930,0.927,1792.6,137.4,92.9,3861246,1441196,0
84,Hot / predictable,MP,1930,0.932,1605.8,324.2,83.2,3899937,857986,0
84,Hot / predictable,OR,1930,0.932,1803.6,126.4,93.5,3884916,1591665,2316000
84,Hot / predictable,SOR,1930,0.932,1803.6,126.4,93.5,3884916,1450031,0
85,Hot / predictable,MP,1930,0.968,1624.5,305.5,84.2,4061247,893474,0
85,Hot / predictable,OR,1930,0.968,1846.0,84.0,95.6,4033410,1732525,2316000
85,Hot / predictable,SOR,1930,0.968,1846.0,84.0,95.6,4033410,1541269,0
86,Hot / predictable,MP,1930,1.015,1703.8,226.2,88.3,4259405,937069,0
86,Hot / predictable,OR,1930,1.015,1874.0,56.0,97.1,4232192,1926276,2316000
86,Hot / predictable,SOR,1930,1.015,1874.0,56.0,97.1,4232192,1702324,0
87,Hot / predictable,MP,1930,1.123,1885.0,45.0,97.7,4712603,1036773,0
87,Hot / predictable,OR,1930,1.123,1930.0,0.0,100.0,4407415,2091415,2316000
87,Hot / predictable,SOR,1930,1.123,1930.0,0.0,100.0,4407415,1801915,0
88,Hot / predictable,MP,1930,1.068,1793.3,136.7,92.9,4483161,986295,0
88,Hot / predictable,OR,1930,1.068,1930.0,0.0,100.0,4348469,2032469,2316000
88,Hot / predictable,SOR,1930,1.068,1930.0,0.0,100.0,4348469,1742969,0
89,Hot / predictable,MP,1930,0.888,1530.2,399.8,79.3,3716449,817619,0
89,Hot / predictable,OR,1930,0.888,1807.5,122.5,93.7,3661701,1367759,2316000
89,Hot / predictable,SOR,1930,0.888,1807.5,122.5,93.7,3661701,1221634,0
90,Hot / predictable,MP,1930,1.065,1788.2,141.8,92.7,4470409,983490,0
90,Hot / predictable,OR,1930,1.065,1930.0,0.0,100.0,4349824,2033824,2316000
90,Hot / predictable,SOR,1930,1.065,1930.0,0.0,100.0,4349824,1744324,0
91,Hot / predictable,MP,1930,1.187,1930.0,0.0,100.0,4825000,1061500,0
91,Hot / predictable,OR,1930,1.187,1930.0,0.0,100.0,4471600,2155600,2316000
91,Hot / predictable,SOR,1930,1.187,1930.0,0.0,100.0,4471600,1866100,0
92,Hot / predictable,MP,1930,0.664,1280.5,649.5,66.3,2766750,608685,0
92,Hot / predictable,OR,1930,0.664,1586.2,343.8,82.2,2654768,400647,2316000
92,Hot / predictable,SOR,1930,0.664,1586.2,343.8,82.2,2654768,513358,0
93,Hot / predictable,MP,1930,0.756,1381.8,548.2,71.6,3150926,693204,0
93,Hot / predictable,OR,1930,0.756,1638.7,291.3,84.9,3097513,833943,2316000
93,Hot / predictable,SOR,1930,0.756,1638.7,291.3,84.9,3097513,885235,0
94,Hot / predictable,MP,1930,0.825,1421.3,508.7,73.6,3451888,759415,0
94,Hot / predictable,OR,1930,0.825,1719.1,210.9,89.1,3399754,1121724,2316000
94,Hot / predictable,SOR,1930,0.825,1719.1,210.9,89.1,3399754,1079030,0
95,Hot / predictable,MP,1930,0.912,1570.5,359.5,81.4,3814402,839168,0
95,Hot / predictable,OR,1930,0.912,1831.4,98.6,94.9,3758965,1460705,2316000
95,Hot / predictable,SOR,1930,0.912,1831.4,98.6,94.9,3758965,1286509,0
96,Hot / predictable,MP,1930,1.237,1930.0,0.0,100.0,4825000,1061500,0
96,Hot / predictable,OR,1930,1.237,1930.0,0.0,100.0,4456634,2140634,2316000
96,Hot / predictable,SOR,1930,1.237,1930.0,0.0,100.0,4456634,1851134,0
97,Hot / predictable,MP,1930,0.958,1608.9,321.1,83.4,4022189,884882,0
97,Hot / predictable,OR,1930,0.958,1828.3,101.7,94.7,3994620,1696930,2316000
97,Hot / predictable,SOR,1930,0.958,1828.3,101.7,94.7,3994620,1526446,0
98,Hot / predictable,MP,1930,0.934,1608.5,321.5,83.3,3906524,859435,0
98,Hot / predictable,OR,1930,0.934,1806.7,123.3,93.6,3891478,1597678,2316000
98,Hot / predictable,SOR,1930,0.934,1806.7,123.3,93.6,3891478,1452480,0
99,Hot / predictable,MP,1930,0.96,1611.5,318.5,83.5,4028699,886314,0
99,Hot / predictable,OR,1930,0.96,1831.2,98.8,94.9,4001086,1702863,2316000
99,Hot / predictable,SOR,1930,0.96,1831.2,98.8,94.9,4001086,1528917,0
100,Hot / predictable,MP,1930,0.78,1402.3,527.7,72.7,3252769,715609,0
100,Hot / predictable,OR,1930,0.78,1674.1,255.9,86.7,3197433,927492,2316000
100,Hot / predictable,SOR,1930,0.78,1674.1,255.9,86.7,3197433,937381,0
101,Hot / predictable,MP,1930,1.07,1796.5,133.5,93.1,4491206,988065,0
101,Hot / predictable,OR,1930,1.07,1930.0,0.0,100.0,4347613,2031613,2316000
101,Hot / predictable,SOR,1930,1.07,1930.0,0.0,100.0,4347613,1742113,0
102,Hot / predictable,MP,1930,0.86,1480.9,449.1,76.7,3596733,791281,0
102,Hot / predictable,OR,1930,0.86,1770.6,159.4,91.7,3543066,1255751,2316000
102,Hot / predictable,SOR,1930,0.86,1770.6,159.4,91.7,3543066,1152703,0
103,Hot / predictable,MP,1930,0.894,1540.0,390.0,79.8,3740138,822830,0
103,Hot / predictable,OR,1930,0.894,1819.0,111.0,94.2,3685041,1389025,2316000
103,Hot / predictable,SOR,1930,0.894,1819.0,111.0,94.2,3685041,1229421,0
104,Hot / predictable,MP,1930,0.962,1614.9,315.1,83.7,4037341,888215,0
104,Hot / predictable,OR,1930,0.962,1835.2,94.8,95.1,4009668,1710739,2316000
104,Hot / predictable,SOR,1930,0.962,1835.2,94.8,95.1,4009668,1532196,0
105,Hot / predictable,MP,1930,1.008,1692.0,238.0,87.7,4230015,930603,0
105,Hot / predictable,OR,1930,1.008,1889.4,40.6,97.9,4202085,1893392,2316000
105,Hot / predictable,SOR,1930,1.008,1889.4,40.6,97.9,4202085,1651385,0
106,Hot / predictable,MP,1930,0.874,1505.3,424.7,78.0,3655960,804311,0
106,Hot / predictable,OR,1930,0.874,1778.0,152.0,92.1,3602103,1313456,2316000
